,benchmark,alignment,threading,secondary_structure,sum scores
mmo,.,0.3674698795180723,0.2523364485981308,0.6125,0.20517753479545858
MSP_domain,.,0.4759036144578313,0.23130841121495327,0.525,0.2051004977284412
Glyco_hydro_18_D2,.,0.5,0.0794392523364486,0.6525,0.20487766513757663
integrase,.,0.4457831325301205,0.0794392523364486,0.7025,0.20143284345424084
Phage_G,.,0.3855421686746988,0.35046728971962615,0.49,0.2000335283712571
sigma54,.,0.46987951807228917,0.06542056074766354,0.69,0.1994540256581724
mcp2,.,0.37349397590361444,0.205607476635514,0.6425,0.19643256290134017
Band_41_N,.,0.4879518072289157,0.14485981308411214,0.5875,0.19537887979366017
START,.,0.4759036144578313,0.3878504672897196,0.3525,0.1920642162593743
planttoxin,.,0.43373493975903615,0.02570093457943925,0.755,0.19057889561500407
Lyase_8_N,.,0.4457831325301205,0.4953271028037383,0.2725,0.18990441884616402
TFIIS,.,0.463855421686747,0.028037383177570093,0.72,0.188501424380875
SAP,.,0.43373493975903615,0.04439252336448598,0.73,0.18542546077364533
HTH_AraC,.,0.45180722891566266,0.0630841121495327,0.6925,0.1848241117281232
protg,.,0.45180722891566266,0.10514018691588785,0.6475,0.18241917546882233
UcrQ,.,0.40963855421686746,0.04439252336448598,0.75,0.1820790625669762
TBCA,.,0.37349397590361444,0.1658878504672897,0.6625,0.18032330732316654
Colicin_Pyocin,.,0.4578313253012048,0.12383177570093458,0.62,0.18014462731996556
ChtBD,.,0.45180722891566266,0.007009345794392523,0.7425,0.17986154484385158
toxin_2,.,0.45180722891566266,0.016355140186915886,0.7325,0.17932711456400705
TrpBP,.,0.40963855421686746,0.11214953271028037,0.6775,0.17820444303810273
squash,.,0.42168674698795183,0.0,0.7775,0.17812165693623352
cytprime,.,0.4457831325301205,0.17523364485981308,0.575,0.17553206167748553
MIF4G,.,0.42771084337349397,0.3901869158878505,0.3775,0.17502637657190115
Integrase_Zn,.,0.39759036144578314,0.07242990654205607,0.725,0.17471799834243829
neurotox,.,0.40963855421686746,0.030373831775700934,0.755,0.1747115594234039
S_100,.,0.42168674698795183,0.10514018691588785,0.6625,0.1700670291471468
bromodomain,.,0.39156626506024095,0.17990654205607476,0.6175,0.16977773771339263
avi,.,0.43373493975903615,0.21962616822429906,0.535,0.16927803160405427
hemery,.,0.4819277108433735,0.24065420560747663,0.465,0.16864149846523763
mdd,.,0.28313253012048195,0.5373831775700935,0.365,0.16695358183268189
Glyco_hydro_48,.,0.1144578313253012,0.6565420560747663,0.4125,0.16530682828966667
Phage_F,.,0.18674698795180722,0.6728971962616822,0.3225,0.16419933421577182
Band_41_M,.,0.40963855421686746,0.1705607476635514,0.6,0.1626105309440651
Glyco_hydro_67,.,0.15060240963855423,0.6845794392523364,0.345,0.16259627333763202
rhv,.,0.3614457831325301,0.5911214953271028,0.2275,0.16250267905024102
Fe_hyd_SSU,.,0.41566265060240964,0.04439252336448598,0.72,0.16249279071029557
MHC_II_alpha_NC,.,0.41566265060240964,0.3177570093457944,0.445,0.16115671501068396
MM_CoA_mutase_N,.,0.39759036144578314,0.6588785046728972,0.12,0.15956308254970142
Yers_vir_YopE,.,0.3373493975903614,0.1939252336448598,0.6375,0.1532775477652811
egf,.,0.4578313253012048,0.009345794392523364,0.7,0.15197251685387056
UCR_TM,.,0.40963855421686746,0.04439252336448598,0.71,0.14940246831361945
Glu_syn_central,.,0.04216867469879518,0.8317757009345794,0.2875,0.14728935306340765
Cytochrome_C1_C,.,0.3674698795180723,0.02102803738317757,0.7725,0.146924634292395
bowman,.,0.41566265060240964,0.011682242990654205,0.7325,0.14598271242223856
Cyclotide,.,0.39759036144578314,0.014018691588785047,0.7475,0.14538159333811043
SPEC,.,0.42168674698795183,0.15654205607476634,0.58,0.1446625040588186
ARM,.,0.21686746987951808,0.8014018691588785,0.1375,0.14265333135873143
Sec23_NC,.,0.22289156626506024,0.633177570093458,0.2975,0.14085595310259325
Cu_amine_oxid,.,0.3855421686746988,0.6705607476635514,0.095,0.13884126132904812
spidertoxin,.,0.41566265060240964,0.04672897196261682,0.685,0.13580945030948205
GGL,.,0.4397590361445783,0.035046728971962614,0.6725,0.1357393120842872
WW,.,0.4397590361445783,0.018691588785046728,0.6825,0.130547703651511
TPR,.,0.42168674698795183,0.1658878504672897,0.55,0.12778977665229566
Lipoprotein_6,.,0.3313253012048193,0.2897196261682243,0.515,0.12654016643685873
MHC_II_C,.,0.45180722891566266,0.21261682242990654,0.47,0.1252160487297393
Arthro_defensin,.,0.41566265060240964,0.0,0.7125,0.12010101744119195
MDH,.,0.3855421686746988,0.014018691588785047,0.7175,0.11103179998141921
Parvo_coat2,.,0.5120481927710844,0.46261682242990654,0.11,0.08456715286637682
Syntaxin,.,0.3493975903614458,0.14953271028037382,0.5825,0.08192466648699012
BAG,.,0.2469879518072289,0.12149532710280374,0.7025,0.0733903392298501
FAD_binding_2,.,0.25301204819277107,0.6518691588785047,0.1625,0.07044775323118761
PPTA,.,0.4036144578313253,0.5186915887850467,0.1325,0.06017491783479389
Terpene_synth_NC,.,0.060240963855421686,0.7219626168224299,0.2225,0.01924546907065235
PEP-utilizers_NC,.,0.0,0.7336448598130841,0.2475,0.0
