,benchmark,alignment,threading,secondary_structure,sum scores
DUF170,.,0.8095238095238095,0.13541666666666666,0.6485148514851485,0.46670288027522333
alpha-amylase,.,0.6428571428571429,0.5,0.4504950495049505,0.46664252426096203
URO-D,.,0.6785714285714286,0.4375,0.47029702970297027,0.46255555986669933
ETF_beta,.,0.7083333333333334,0.3177083333333333,0.5594059405940595,0.46201666688222387
ets,.,0.7857142857142857,0.3385416666666667,0.4603960396039604,0.4615510633436368
Yers_vir_YopE,.,0.7738095238095238,0.40625,0.400990099009901,0.45944291398836834
ghf9,.,0.5357142857142857,0.7395833333333334,0.30198019801980197,0.45723560832395654
oxidored_FMN,.,0.6666666666666666,0.6197916666666666,0.2871287128712871,0.4550757252421784
Huristasin,.,0.7559523809523809,0.10416666666666667,0.7128712871287128,0.45472652258823826
chromo,.,0.8095238095238095,0.21875,0.5445544554455446,0.45463167742297056
scorptoxin,.,0.7619047619047619,0.19791666666666666,0.6089108910891089,0.45223468142802314
TIMP,.,0.7559523809523809,0.671875,0.13861386138613863,0.4508939156826481
PAS,.,0.8154761904761905,0.21875,0.5297029702970297,0.44942381562099865
IRF,.,0.7678571428571429,0.2760416666666667,0.5148514851485149,0.446393081476308
Agglutinin,.,0.6130952380952381,0.4010416666666667,0.5346534653465347,0.44056441495622034
Glyco_hydro_48,.,0.32142857142857145,0.5729166666666666,0.6534653465346535,0.43999103282073837
ChtBD,.,0.7440476190476191,0.125,0.6782178217821783,0.4396720081739288
EPSP_syntase,.,0.6190476190476191,0.65625,0.26732673267326734,0.43695598753217185
pcd,.,0.6190476190476191,0.6458333333333334,0.27722772277227725,0.43665420746086564
Cyclotide,.,0.7083333333333334,0.109375,0.7227722772277227,0.43570144466431265
neurotox,.,0.7619047619047619,0.078125,0.698019801980198,0.4342787671852971
bv,.,0.7559523809523809,0.640625,0.13861386138613863,0.43260604336148506
Asn_synthase_NC,.,0.5654761904761905,0.6927083333333334,0.2722772277227723,0.42983828899321846
Peptidase_A6,.,0.49404761904761907,0.28125,0.7524752475247525,0.4282647214785498
spidertoxin,.,0.7321428571428571,0.15104166666666666,0.6435643564356436,0.427665472479813
egf,.,0.7678571428571429,0.10416666666666667,0.6534653465346535,0.4269282668770504
mdd,.,0.5476190476190477,0.71875,0.25742574257425743,0.4259367037856154
avi,.,0.6607142857142857,0.3125,0.5495049504950495,0.42530727677974783
planttoxin,.,0.75,0.14583333333333334,0.6188118811881188,0.4205822630918661
csp,.,0.7261904761904762,0.2916666666666667,0.49504950495049505,0.4195648331371762
flavbb,.,0.6547619047619048,0.4166666666666667,0.4405940594059406,0.4190474958720796
Glyco_hydro_18_D1,.,0.6845238095238095,0.4895833333333333,0.33663366336633666,0.41829735683768965
Cytochrome_C1_C,.,0.7738095238095238,0.078125,0.6584158415841584,0.41806886621227207
TFIIS,.,0.7321428571428571,0.15104166666666666,0.6237623762376238,0.41607711774165035
ligase-CoA_NC,.,0.5535714285714286,0.6979166666666666,0.2524752475247525,0.41433110447194954
ETF_alpha,.,0.6071428571428571,0.515625,0.3811881188118812,0.41432679332807365
CopC,.,0.7261904761904762,0.4010416666666667,0.37623762376237624,0.41404225783227044
UcrQ,.,0.8273809523809523,0.11458333333333333,0.5544554455445545,0.40991649314312556
toxin_2,.,0.7797619047619048,0.0625,0.6534653465346535,0.4095112456188
Tymo_coat,.,0.6666666666666666,0.3072916666666667,0.5198019801980198,0.4083601702039601
TRANSTHYRETIN,.,0.6845238095238095,0.3125,0.49504950495049505,0.4073729182564009
IMPDH,.,0.6607142857142857,0.5416666666666666,0.2871287128712871,0.40587264018762087
ghf17,.,0.6309523809523809,0.6197916666666666,0.2376237623762376,0.4052044128868711
Band_41_N,.,0.75,0.25,0.48514851485148514,0.40332044301314457
recombinase,.,0.7916666666666666,0.13020833333333334,0.5594059405940595,0.40105709247834725
bowman,.,0.7202380952380952,0.09375,0.6584158415841584,0.39586216410800273
Cyclodex_gly_tran,.,0.39880952380952384,0.5833333333333334,0.4900990099009901,0.39576731894273504
ghf28,.,0.4642857142857143,0.5572916666666666,0.4504950495049505,0.39566816263359145
Fe_hyd_SSU,.,0.7976190476190477,0.09375,0.5792079207920792,0.3947930004268031
FAD_binding,.,0.6369047619047619,0.3125,0.5198019801980198,0.3939911276659035
FAD-oxidase_NC,.,0.6666666666666666,0.6354166666666666,0.16336633663366337,0.3917924442892431
isoamylase_NC,.,0.4583333333333333,0.6927083333333334,0.3069306930693069,0.3874166332553016
Fe_hyd_lg_C,.,0.5416666666666666,0.390625,0.5247524752475248,0.3868734291269501
SET,.,0.625,0.4895833333333333,0.3415841584158416,0.38636040300572944
AlaDh_PNT,.,0.6845238095238095,0.5416666666666666,0.22772277227722773,0.38504119297973327
arrestin_C,.,0.5714285714285714,0.20833333333333334,0.6732673267326733,0.3845238557146367
squash,.,0.7023809523809523,0.041666666666666664,0.7079207920792079,0.38390305099652067
fer4,.,0.7619047619047619,0.140625,0.5445544554455446,0.38104476260686243
Fimbrial,.,0.7440476190476191,0.3385416666666667,0.3465346534653465,0.37053419383765096
EGF_Lam,.,0.7738095238095238,0.21875,0.43564356435643564,0.36999530085317534
NHase_beta,.,0.6964285714285714,0.3072916666666667,0.4207920792079208,0.3678354177713972
MHC_II_alpha_NC,.,0.6726190476190477,0.3697916666666667,0.3811881188118812,0.3673008359307975
Cohesin,.,0.6547619047619048,0.20833333333333334,0.5544554455445545,0.36376138680876197
Furin-like,.,0.7261904761904762,0.3125,0.3415841584158416,0.34194699879719087
Arthro_defensin,.,0.7380952380952381,0.06770833333333333,0.5742574257425742,0.3418219756247925
prenyltrans,.,0.7261904761904762,0.640625,0.0,0.3340705389360959
arrestin,.,0.6190476190476191,0.15625,0.5841584158415841,0.3297637062041671
Malate_synthase,.,0.375,0.484375,0.48514851485148514,0.32102501756791124
YgbB,.,0.6845238095238095,0.375,0.27722772277227725,0.31647676077893744
Phage_G,.,0.48214285714285715,0.0,0.8514851485148515,0.3146488357755962
GSH_synthase_NC,.,0.3869047619047619,0.7083333333333334,0.23267326732673269,0.311303388127972
enolase,.,0.5059523809523809,0.578125,0.2376237623762376,0.30766909384066865
Lyase_8_NC,.,0.21428571428571427,0.6041666666666666,0.5,0.30576787939143885
Glyco_hydro_67,.,0.30357142857142855,0.7395833333333334,0.24752475247524752,0.2895148669796556
malt_amylase_NC,.,0.3392857142857143,0.46875,0.4405940594059406,0.26490685773656325
Sec23_NC,.,0.24404761904761904,0.7239583333333334,0.2722772277227723,0.2600223317252766
Terpene_synth_NC,.,0.4107142857142857,0.640625,0.18811881188118812,0.2595394836111864
FAD_binding_2,.,0.4226190476190476,0.609375,0.19306930693069307,0.2511155084778644
PEP-utilizers_NC,.,0.07738095238095238,0.6875,0.4207920792079208,0.22806382217393728
arrestin_NC,.,0.39285714285714285,0.203125,0.5594059405940595,0.21034070970050478
Phage_F,.,0.30952380952380953,0.296875,0.5247524752475248,0.19615704634910777
Peptidase_M10A,.,0.30952380952380953,0.3333333333333333,0.4207920792079208,0.15665403501511044
Peptidase_M27,.,0.35714285714285715,0.22395833333333334,0.4801980198019802,0.15527878011872884
Transglutamin_NC,.,0.0,0.3854166666666667,0.6732673267326733,0.15374832404281824
Glu_syn_central,.,0.09523809523809523,0.4270833333333333,0.5198019801980198,0.1440568726100096
rhv,.,0.023809523809523808,0.4375,0.40594059405940597,0.04171893928616079
Parvo_coat2,.,0.19047619047619047,0.15104166666666666,0.4603960396039604,0.0034834042516500774
Cu_amine_oxid,.,0.14285714285714285,0.19270833333333334,0.4603960396039604,0.0
